dep_var,coef,p_value,ci_low,ci_high,model
l_homicide,0.08716910220085348,0.1517848403445612,-0.03214993156003201,0.20648813596173898,TWFE
l_homicide,0.1314274298190728,0.0051235716823411215,0.040458089229028146,0.21940156911962228,DML
